user_id,target
05c0430f,1
05c2a6da,0
05cdcae9,1
05ce2a3b,1
05df2f6c,1
05e03b92,1
05e49c18,1
05e90217,1
05ee8eb5,1
05fcd1ca,1
0600c833,1
0607d4ec,1
060d6a04,0
060e8726,1
0611cd8f,1
0612cc3f,0
061ac5a4,0
06288eff,1
062ae40c,1
062da2c9,0
062f9e58,1
06352068,1
06378290,1
063d06c4,0
06428244,0
064bf76a,1
06531ba5,0
0658dcc9,1
065b3189,1
066b2c1d,1
066c5a75,1
067108df,1
0673859b,1
06752318,1
06889e1c,1
0693d701,1
06959bfa,1
069d7e78,1
06a16d89,1
06a5b9d0,1
06baa9d2,1
06be2ca7,1
06d2b0ef,0
06da7570,1
06dc08e8,1
06f46ebd,1
0702f077,1
070f7f8b,1
071992f1,1
071b9c2e,1
0720a925,0
07301dd1,0
073211ef,1
0741be96,1
07463fa5,0
0747e8f3,1
074c219b,1
075182fc,1
075767fc,0
075a9b08,1
076a2bc0,0
0785140e,1
0788ba00,1
0789029c,1
078d645a,1
078f6db2,1
07940c11,1
0798a7a8,1
07c29ef9,1
07d149ee,1
07d27be9,1
07dc4439,1
07e3f2b2,1
07f58348,1
07ff1fac,1
0801c161,1
08022c00,0
080a8b14,1
0813a6c4,1
082a68d7,1
082f0e9e,1
082f2900,0
0837ea67,1
083db765,0
0844dc36,0
08474090,1
084db538,1
0855f6ac,1
085b3c5c,1
0864b064,0
08660b16,1
086db3a6,0
0870c012,0
087ed891,1
0884ef16,1
08864fa3,1
088676e2,1
088bd941,1
088e374a,1
089b1742,1
089be127,1
08a60918,1
08a99b5e,1
08afd59a,1
08b05811,1
08b05b39,1
08c04d0f,0
08c13ccb,1
08d07736,0
08d9d874,1
08e14aba,1
08e4bbed,1
08ee0c2b,1
08f17516,1
08f621ee,1
08f6cb86,0
08feddaa,0
09021c91,1
090918f1,1
091717ca,1
091d2ba3,1
091ef966,1
092f80c9,1
09354815,0
09437706,1
094433fc,1
09447fa9,1
094a84ae,0
09561c2d,0
09663981,1
0983aba1,1
0984b5ef,1
098d559d,1
09905e49,1
09940974,1
09940f4d,1
0997abb7,1
099b1569,1
09a5d1f2,0
09a73b7f,1
09aa79aa,1
09aee712,1
09b1c12a,1
09b20cb3,1
09b65dea,0
09b86f47,1
09bbfc4a,1
09c3352a,1
09cab04c,1
09cc1689,1
09cd925e,1
09d0cc18,1
09d19a1d,1
09d575e6,1
09d741a4,1
09e7c59c,1
09ef5f5f,1
09f94269,0
09fa1728,1
09fb7578,0
0a03cc78,1
0a04cc9b,1
0a07c74c,1
0a08e55e,1
0a0c0f69,1
0a0ecb11,1
0a0edf73,1
0a13e801,0
0a14de67,1
0a15c9e6,0
0a189fd1,1
0a20680b,1
0a2697d1,1
0a2a20a3,1
0a367b15,1
0a40fa61,0
0a49f6e8,0
0a4d4026,0
0a4e5735,1
0a4e5ffd,1
0a525987,0
0a605879,1
0a64981f,1
0a6b7cd3,1
0a706edc,0
0a768656,1
0a8ad8bf,1
0a8c3f07,1
0a92f70c,0
0a948348,1
0a98fbbf,0
0aa4ab23,0
0aa9823c,1
0ab815ae,1
0ac38bb7,1
0acaf58e,1
0ad838d3,1
0add3e8d,1
0ae80be1,1
0aeeeb82,1
0af49111,1
0b0156e5,1
0b06d9d1,1
0b093671,1
0b12dda1,0
0b13476f,1
0b15f69e,1
0b20fa9c,1
0b2624ff,1
0b2fa699,1
0b3f27b1,1
0b4184e9,0
0b43f487,1
0b555a15,1
0b55e0c2,1
0b58089f,1
0b5a0506,0
0b5bb7e5,1
0b780ddb,0
0b79a51f,1
0b79bdf2,1
0b7e1f68,1
0b80c5ca,1
0b902e2d,1
0b99c896,1
0bb5631b,1
0bba17f9,1
0bbf9319,1
0bc917cc,1
0bcac02d,1
0bcaf134,0
0bd1fa01,1
0bdbd8e8,1
0be9f97f,1
0bf19164,1
0bf377b0,1
0bfd65f6,1
0c1dd18b,0
0c1de0b7,1
0c21d4e1,1
0c245ed7,0
0c2ddbb0,1
0c2e6fa6,1
0c3a32ec,1
0c48d1f9,1
0c4bbece,1
0c4f72ca,1
0c5dbc97,0
0c6458d0,0
0c68e14b,0
0c6daad3,1
0c6fe88c,1
0c75756f,1
0c7916ca,1
0c81132e,1
0c84579d,0
0c95d9b1,1
0c9da9ec,1
0c9def8a,0
0ca9a800,0
0cae06ca,0
0cb0468a,1
0cb319d6,1
0cb88eb6,1
0cc29a39,1
0cc32d0e,0
0cc3c553,1
0cc4bad3,1
0cca8dd3,0
0ccef448,1
0cd4c150,1
0cd4cb5b,1
0cd5d315,0
0ce1b834,1
0ce77c46,1
0ceeb801,1
0cf06fc1,0
0cfc0e7c,1
0d19d761,1
0d1ca384,1
0d236680,0
0d37dcfc,1
0d48f241,0
0d4d4886,0
0d507572,1
0d51e796,1
0d52b3cb,1
0d642953,1
0d64b038,1
0d68d559,1
0d6b5972,1
0d70b316,1
0d730112,0
0d85ade2,1
0d8c7dcb,0
0d9d9836,1
0da316d5,1
0da5ebe0,0
0da64437,1
0db23bdc,1
0db77fe6,1
0dbd7619,0
0dbef848,1
0dbf2d76,1
0dcff1a0,0
0dd244e1,0
0dda4f8d,0
0de2184a,1
0de2e7ff,1
0deb7f01,0
0dfa5402,1
0dfefec3,0
0e105278,1
0e1062e8,1
0e19a9fb,1
0e1a0032,1
0e1fe522,1
0e2690b4,1
0e290559,0
0e4179e5,0
0e436077,1
0e4be884,1
0e60f294,1
0e62fca0,0
0e660dc2,1
0e6af207,0
0e7346a5,1
0e781e93,1
0e78779f,1
0e88cccb,0
0e8bce13,1
0e8fcea5,1
0e92d3a1,1
0ea12187,1
0ea763dd,0
0eaae0e5,1
0eacf7dc,1
0eae57f2,1
0eba3723,1
0ec90ab6,1
0ecdc7db,1
0ece9cc7,1
0ed0856c,1
0ed2c91a,1
0ed80f92,1
0edcae35,1
0ef6ad24,0
0ef6ea76,0
0efb6ea4,1
0efcdccb,1
0efd6a9e,1
0f1a5ea2,1
0f1c0f2d,1
0f22180d,0
0f417370,1
0f458008,1
0f4c3e08,1
0f5a1ee9,1
0f654e05,1
0f6b590b,1
0f6b9bd5,0
0f7812d8,0
0f7a4d22,1
0f7d9f8d,1
0f81db5c,0
0f94e419,1
0f99ec02,1
0f9e1d6e,1
0fa0be11,1
0fa696fb,1
0faadde9,1
0faea6e8,1
0fb02f9d,1
0fc2824d,1
0fcf8a04,0
0fd8c0e0,1
0fda3515,1
0fe82348,1
0fe8433d,1
0fedb25c,1
0feecde7,1
0ff7b095,1
0ff8bd01,1
0ff95920,1
1002b75f,1
100a197e,1
100bd986,1
1016044f,0
101ce83f,1
101ef427,1
101ff57f,1
102108f3,1
10218b42,1
102a7595,1
102c9b46,1
102ca243,0
103ba74f,0
103c76e8,0
103e9326,0
10431d2b,1
1049a42b,1
1049bbdf,1
104b5a2f,1
104cd538,1
106bfe4b,1
10893b4c,1
108a90c5,1
1092b0df,0
1094989c,1
10a274aa,1
10a4767e,1
10b28c4f,1
10b325c8,1
10bfd8dd,1
10ca8fd3,1
10cec7e9,1
10deb767,1
10e76bbf,1
10ef0560,1
10f03864,0
10f435d9,1
10fc0210,0
10fc2627,1
10fdf4c6,1
1102d4d1,1
110725b4,0
1107d7ac,1
110d7b3c,1
110da199,1
110e1e72,1
1110a178,0
111177d2,1
1116795c,0
11173817,1
1120cb76,1
11233226,1
112563a5,1
112fde0b,1
1133ec39,1
1137e723,1
113b37a0,0
113cc95c,1
11480f60,0
11481ae7,1
11481cc6,1
11485f07,1
1148e06e,0
114b66c3,1
114d290e,1
1158ff76,1
115ec825,1
11733f3f,1
11777026,0
1177fbe9,1
1188f919,1
118ec184,1
1190d4dd,1
119a7ac9,1
119ef5a8,1
11a0229d,1
11b799b0,1
11b9f3d0,1
11bc4edf,1
11c9e2f4,1
11df3b36,1
11e23429,1
11e2b3c7,1
11ea4a44,1
11eaaf17,1
11f04065,0
11f99a59,0
11fa13e7,0
11fb6631,1
11fbde61,1
1204a65b,1
120628ba,1
1213c1d3,1
1214a578,1
121e9fd9,0
12213b2e,0
122934d2,1
12312910,1
1235050f,0
1238aedd,1
12418294,1
1254fc2e,1
1258d52f,1
125c9385,1
127a2ab3,0
127aa146,1
1286431c,1
128cef93,1
12902077,1
12935ef8,1
129d12c2,0
12a11ae1,1
12a2bfc5,1
12b060c0,0
12b2efb0,0
12b45479,1
12be12cf,1
12cd6ce5,1
12d6adf3,1
12da8f87,1
12ef679a,1
13011786,1
1303ab46,1
13057616,1
1306ca10,0
1317eff1,1
131a2ae6,1
131c1e33,1
132b5b87,1
13573e6e,0
1358584d,1
138d0cb2,0
13947174,1
13973784,0
139eda32,0
13a05393,0
13a17d9d,1
13a22dfe,1
13ae1aa2,1
13b4c92c,0
13b981ae,1
13bce528,1
13bec12b,0
13c20250,1
13c2ecd8,1
13c35a52,1
13cf27bc,1
13dc6440,1
13de1f50,0
13f1c3ff,1
13f1e246,0
13f30293,1
140305b4,1
1409f1f6,1
14132ff8,1
14144270,0
14190030,1
14368171,1
144388ea,0
14453051,1
1452d708,1
1454f8da,1
14776314,1
14793641,1
147a320a,1
1480b08e,0
148180e8,0
14828d18,1
14897e5b,1
1489cc19,1
14951e74,1
1497ef0c,0
149cdfb9,1
14a0bb05,1
14a4de7e,0
14b84627,1
14bc2e10,1
14be5b83,1
14d5f848,1
14e6eafe,1
14ec2f9b,1
14f4a27c,1
14f93d6f,1
14fddf81,1
150057b9,1
15008d82,1
1500f66d,1
15014f7a,1
150b9a87,0
150e5929,1
1510f6e7,1
1523303a,1
152d8969,1
153594c7,0
15427fcb,1
15559f8e,1
1559f5ff,0
156c74f8,1
156d7672,1
15788496,0
157b5801,1
157e01a7,1
157fe4d5,1
1584228d,1
15852d77,1
1586d3a6,0
15950ac0,0
159b0574,0
15a5c81e,0
15a9ffe4,0
15afe363,1
15b7d321,1
15c1fc97,1
15c3b2ca,1
15c9199e,0
15cb91c0,0
15d444e2,1
15eba972,1
15fe3641,1
15fffad5,0
1609769b,1
16112abe,1
1614a5f8,0
161d5f90,1
161e5b1a,1
16265ce5,1
162c5a9f,0
1634d4d8,0
163ce801,1
163e3af3,1
164ddf2d,1
16501d99,0
1655a9ed,1
1655fd31,0
1659a19c,1
165a3ade,0
166e3196,1
166fd5e2,1
168d273e,1
168db2c4,1
168e9004,0
1693bd87,1
16951255,1
169c8ff9,1
16a7c098,1
16a9c6b2,0
16aae0da,1
16abb158,1
16ada563,0
16b91adc,1
16be3e09,1
16c92f4a,1
16c9ae00,0
16c9c46e,1
16d12b87,1
16d241b5,1
16d5c95a,1
16d9bf30,1
16de5407,1
16e46a8a,1
16e48e29,1
16e79f20,1
16ef54e6,1
16f2da0e,1
16f388cf,0
16f611be,1
16f9db6c,1
16fb56ee,1
17061eaa,1
170e6505,0
1710fc62,1
171431f7,1
17272a56,1
172a06df,1
17391376,1
174cf68e,0
175c9631,1
175d2908,1
175f6813,0
177583fe,1
1776503f,1
177a2dc6,1
177a52c3,1
17812370,0
17832516,0
1788d0f7,1
178a0b86,1
178f4b40,1
1791820c,1
1791f1ed,1
179de403,1
17a4a06d,1
17ac34f7,1
17b90609,1
17bb803f,1
17bc0361,1
17bca7bd,1
17bfda6d,1
17bfee18,1
17c49ed1,1
17c5cfa7,0
17cd8a76,1
17d63718,1
17e248ca,1
17e78ee8,1
17e8f16c,0
17eeb076,0
17f20fe6,1
17f5c240,0
17f6dcb0,1
17f90cab,1
17ff4ca6,1
18013798,0
18054486,1
18094c0e,0
180ad3e8,1
180c965a,1
18255b05,0
182e8b62,0
1834bdef,1
18363462,1
183d81c8,1
183fdfc2,1
18434686,1
1843ff01,1
1844943c,0
18504cab,1
1858e1f4,1
185db16f,1
185ea1f5,1
1866e9ec,1
186b2153,1
18726797,1
1874049f,0
187d987b,1
188042a4,1
1889474d,1
188c6010,0
188d0588,0
1890b263,1
1892c58d,0
18968e9b,0
189a48a8,1
189a933b,1
189e18b9,1
189e8e19,1
189f3bd7,1
18a6819c,0
18a7a384,1
18bccd80,1
18c67c31,1
18cf9372,1
18d37709,1
18d9e4e7,1
18e0d3fc,1
18e7aee3,1
18f0d5e0,1
18f89265,1
19009504,1
19065de8,1
190970f3,1
190ad90f,1
191567a2,1
1924d21f,1
19269116,0
1932470b,1
1932ba21,1
1937c29a,1
193d7ce7,1
193e49b3,0
194f2baa,1
1950a168,1
195a965f,1
195ae469,1
195afaed,1
195d1bb9,1
195ec7bc,1
19706927,1
1973bdb7,1
19787008,1
197acb09,1
197bccf4,1
197ef3b9,1
1984fb07,1
198f29b1,1
19925492,0
199fe2a5,1
19a04ed7,1
19a4e10f,1
19a84e5c,1
19ad345e,1
19ae1d1d,1
19ae2e49,1
19c10433,1
19c113a8,1
19ca809a,0
19cdfa31,1
19cf0250,1
19d08c8f,1
19da26cf,0
19e7bcae,1
19ed934a,1
19f0ed0d,1
19f5d3af,0
19f90c34,1
19f9b910,1
19ff4f5c,1
1a01161b,1
1a019ba5,1
1a02139e,1
1a02c286,1
1a08db4a,1
1a144bab,1
1a15370c,1
1a1e42a5,1
1a21f8b4,1
1a221e47,1
1a232b92,1
1a2a3097,0
1a35984b,1
1a3598f5,1
1a3900f3,1
1a4d3afd,0
1a59b56e,1
1a5e6e5c,1
1a6a815a,1
1a6b5619,0
1a6cc266,1
1a6e9a90,0
1a72ab6f,1
1a8f713e,1
1a921436,0
1aa2243e,0
1aad1621,0
1ab44756,1
1ab744e9,1
1ac070db,1
1ac1a52b,0
1ac82025,1
1ac8ab5e,1
1adf8cfe,1
1af241a6,1
1af44c6f,1
1afd0f75,1
1b0cf24c,1
1b100644,1
1b15ed24,1
1b1ba476,0
1b271f12,1
1b288bd2,1
1b2928af,1
1b2ae70c,0
1b30ca2b,1
1b363bf3,1
1b477d8c,1
1b50c5ea,0
1b523201,1
1b5888d1,1
1b59e121,1
1b5e49cd,1
1b64a36c,1
1b6624db,0
1b6b45bf,0
1b6b58c5,1
1b6f69d2,1
1b706e61,0
1b759699,0
1b8dcf9e,0
1b8e44f4,1
1b8edd70,1
1b97e1b7,1
1b9ec9d3,0
1ba47088,1
1baa0fca,0
1baf9c1e,1
1bc8464e,1
1bce17a8,1
1bce4738,0
1bd051d6,1
1bd2a56a,1
1bd75018,1
1bdb57a9,1
1bdbbc0d,1
1bdc9a13,1
1be34855,1
1be6ec93,0
1be935c5,0
1bee72b5,0
1bf00dad,1
1bf21215,0
1bf62741,1
1c018e75,1
1c05242d,1
1c06fe87,1
1c11c7dd,1
1c1d0e80,1
1c1f8c5c,1
1c21a0b4,1
1c261d8d,1
1c45c63b,1
1c47a899,1
1c491621,1
1c4ee9c3,1
1c55e01c,1
1c5c686a,1
1c5df9a7,1
1c60fa88,0
1c61af49,1
1c63e585,1
1c64ea78,1
1c72416b,1
1c76aec0,1
1c77b7f7,1
1c7dcc50,0
1c8416c0,0
1c886aec,1
1c906f5a,0
1c921fac,0
1c9a37e8,1
1c9e8cd8,0
1c9f204d,1
1ca10cfc,0
1cafcdae,1
1cb05b78,1
1cb3d045,1
1cb91625,1
1cbc2fc7,0
1ccd4b2a,1
1ccd8492,0
1cd085bc,1
1cdb6c03,1
1cdec755,1
1d09abc2,0
1d0d3795,1
1d11695a,0
1d11f5e7,1
1d139473,1
1d15aa94,0
1d17f304,1
1d199027,1
1d1af1c8,1
1d2c9ca4,1
1d2dc5e2,1
1d3155a2,1
1d39a178,1
1d3dcd3f,1
1d43dc7a,1
1d4640a9,1
1d46ac95,1
1d486364,1
1d544a7d,0
1d599361,1
1d5b4578,0
1d5ca8ca,1
1d5f6207,1
1d761a32,1
1d7e5c0f,1
1d8ba709,1
1d8c909c,1
1d90ace8,1
1d932aa2,1
1da4b4ed,0
1daa3a13,1
1dabdfb6,0
1dae34ca,1
1dc17dd8,1
1dc34bec,1
1dce7d91,1
1dd2d95e,1
1dd45b43,1
1dd56be9,1
1dd6ed0d,1
1de3cc46,1
1de8de78,0
1df5e603,0
1e006696,1
1e0baaad,1
1e0c90e0,1
1e1a5c89,1
1e1cdd83,1
1e257cc2,1
1e26a4ff,1
1e32bea1,0
1e388176,1
1e3a195f,1
1e3b66d1,0
1e3f675d,1
1e48deb1,1
1e563d3c,1
1e58791d,1
1e5e15cb,0
1e659d5c,1
1e6a4bd1,1
1e6dafc8,0
1e7800a6,0
1e793cef,0
1e7dbc5c,1
1e7ed446,1
1e845e0a,1
1e95378d,1
1e9f9cc6,1
1ea2b8b1,1
1ea66a1c,1
1eb6d634,1
1eb967e7,1
1ebe1272,0
1ec4d825,1
1ec7f058,1
1ed1c092,1
1ee6a582,1
1ee8b156,1
1ee95326,1
1eeadb3b,0
1eeb7746,0
1eed1552,1
1ef54d21,1
1efb64cd,1
1f08dbda,1
1f0a82f9,1
1f0d4b9d,1
1f12b9b0,1
1f149c46,1
1f236e8b,0
1f29a53a,1
1f343732,1
1f3baea9,0
1f3ea27e,1
1f417b6c,1
1f446264,1
1f4b9b6a,0
1f4fb1fb,1
1f523c33,0
1f552509,0
1f5b31e6,1
1f635532,1
1f6f509c,1
1f6ffc7a,1
1f737fd6,0
1f7e5e38,1
1f804359,1
1f816e7c,1
1f9342cd,0
1f98c76d,0
1fa4e228,1
1fa7013d,1
1fabe61b,1
1fb660fa,0
1fb9ace6,1
1fc2f649,1
1fc52cc5,1
1fc8f7f6,1
1fca51d1,0
1fd25f20,1
1fd94604,1
1fdcc716,0
1fddda05,1
1fde5281,1
1fded18a,1
1fe5596b,0
1ff45177,1
1ff597c1,1
1fff98d6,0
20015256,1
20025ed5,1
2003c6e9,0
2006f261,0
200a0b89,1
2014f8d6,0
202093e1,1
202269fb,1
2022c281,1
2029cbcc,0
20464ab0,1
20470984,1
204aacd6,0
2054c7c2,1
2057227f,0
2059b3b4,1
20667e75,0
206772fb,1
206a71fb,1
206aa85d,0
20727ff1,0
20749d90,0
20771584,1
20771c63,1
207a2142,1
20876868,1
2093e85c,1
20967b45,1
20a249c5,0
20b099f4,1
20b36ba1,1
20ba1f5c,1
20bc4a51,0
20c578c5,1
20d47c3b,1
20d75289,1
20d7c350,1
20ef0a6a,1
20efa977,1
20f2aee9,1
20fbabae,1
20ffd0e8,0
2105a960,0
21082b59,1
210e0683,1
210f0198,1
21185e1a,1
211ab496,0
211f82a0,0
212d4579,0
2132002b,1
2142fb94,1
2159e6a5,1
215a7732,1
2160555a,1
2165b0c6,1
216c6f0b,1
217d174c,1
217d3de0,1
217f2f68,1
219c09d8,1
219dccfb,0
219e7aca,1
219efa1a,1
21a03318,1
21adcb95,1
21bfe3a1,1
21c9ede9,1
21cd32a5,1
21ddd7ce,0
21e1372a,1
21e2b1ea,0
21e55f09,0
21eb8d39,1
21fdb807,1
2200f79b,1
220a96fa,1
22140644,0
2225e453,1
22260efa,1
2228874a,0
22318c24,1
22332a00,0
22336034,1
2236e0ed,1
223998d1,0
223aa7ed,1
22416a26,1
22420d47,0
224442c4,1
22521653,0
2253db17,1
225a4f19,1
2265ab51,1
22712f70,0
2273adba,1
2277c993,1
227a36bc,1
228531ec,1
2286546b,1
22898937,1
22909c9d,1
229b3616,0
229c0162,0
22a0555c,1
22a277c7,0
22a7eaed,1
22baf065,1
22c05b03,0
22cbddac,0
22d7a2cd,1
22d7eb91,1
22d90abc,0
22df8861,1
22e3e174,1
22e9e9ee,1
22ead481,1
22f39cf5,1
22f7afeb,1
22fa247d,1
230c8452,1
2320eb9f,1
23257a2e,0
232da0ab,1
232e5c9e,1
23326f4f,1
2338790e,1
233db7c0,0
2354dd7d,0
2355d95e,1
2356a534,1
235e315d,0
23682b79,1
236afffa,1
236bec8f,1
236cb27e,0
23722ecd,1
237537f8,1
23764159,0
2382aea5,0
238a57f4,0
23935079,1
239e1332,1
239f157a,1
239f804b,1
23a5f681,1
23ab6647,1
23c2ffad,0
23c5cb48,1
23d8d2ce,1
23dce73a,1
23df6d56,1
23e9ba98,1
23ec2cf6,1
23f332e2,1
23f7f942,1
2403e809,1
24051c1a,1
241330c9,1
2417bde1,1
2417ec53,1
241ce2c2,1
241f2c31,1
2429542e,0
242f88fd,1
2435fd28,1
2439362c,1
244ab0c6,1
2459664d,0
247531b2,1
2475990e,0
247c42f9,1
248f5c99,0
2492cbc7,1
24967d77,1
249e95c5,0
24d1db93,1
24d26079,0
24dd5766,1
24dda32f,1
24e2912b,1
24ff50b8,1
2508e5e0,0
2513daac,1
25163e6a,1
2517d493,0
2524b1f6,0
25276e2a,1
252afaf1,1
25322e14,1
253db5d4,1
25415e69,0
25429954,1
2546b5f4,0
2551430f,1
256aab54,1
256ef393,0
25718135,1
2598147c,1
259cef31,0
25a070cd,1
25ac5c31,1
25b8c154,0
25ba6594,1
25bb1dc0,1
25c4974a,0
25cc5264,0
25cefa43,1
25da646f,1
25db6fb4,1
25eca4f8,1
25f0fbe3,1
25f357a3,1
25fb89e7,1
2605e2b7,1
2606a79f,1
26093f89,1
2609f607,1
26130cac,1
261563b1,1
261b4a4f,1
261e694f,0
262ce9a6,1
262f37a1,1
26305094,0
26336bda,0
26364dc1,1
263b1a80,0
263bf2e8,1
263c94c8,1
263ec488,1
26401348,1
26485ab7,1
2649a31e,1
264b1b22,0
264bc675,1
265080dd,0
26544c46,0
26628d79,1
266866b8,0
266b5ab7,0
266e973c,0
2671efd6,1
26730642,1
26762a5c,1
267d9f99,0
2691163b,1
26912b2c,1
26994128,1
269c0f6a,0
269e6a55,1
26a373ce,1
26a579f8,1
26aceac3,1
26ae1f18,1
26af9259,1
26b85062,1
26ba2fcd,1
26c10661,1
26c1ed47,1
26c48f68,0
26c95d75,1
26d2d83b,1
26da18b3,0
26df73cf,0
26e1f652,1
26e99690,0
26ec4fa6,1
26ed924a,1
26f35718,1
26faa657,1
27054dd3,1
270b7c70,1
271233da,1
2718a5e3,1
271f8090,1
2724b6eb,1
27325061,1
27328616,1
27384d6b,1
27393aa1,1
273aff86,0
273fe40d,1
27457769,1
274917f0,1
274eae53,0
2751a616,1
276e5e18,1
277d0eb2,1
277f4c68,1
27838980,1
27849134,1
278cda48,1
278dea1b,0
278e57c6,1
278f9e38,1
27aad00d,0
27b3baa0,1
27be4da3,1
27c1a77a,1
27c1e9bc,1
27c7adc1,1
27c7db17,1
27d328ae,1
27d6cc73,1
27d9951f,1
27da2f90,0
27e6e14c,1
27eef147,0
27f14af8,1
27f6dd7e,1
27f87b51,0
27fde20f,1
280909e8,1
28097166,1
280b7ea6,1
280c3d0e,1
280f710e,1
282b1ce4,0
28312c94,1
2832396e,0
283700b5,0
283d3489,1
2844a304,1
284acb20,0
2855e498,1
2858c060,1
28652ad2,0
286b8490,1
286c123d,1
286ef45e,0
288278cf,1
28883302,0
28a3fdd4,1
28ac8659,0
28ae9570,0
28b2fd74,1
28b5cdd8,1
28cbf8ad,1
28ced43f,1
28d43e8e,1
28daedbe,1
28db20b0,0
28e8ebd9,1
28ebbbbb,1
28ef25bb,1
28f18645,0
28f50f63,1
28fd23fd,0
28fef765,0
290cbaa2,0
29124ce6,0
291aa308,1
29237a50,1
292f5db1,1
2936ecf3,1
293713da,1
2938b3d9,0
29411a4e,0
294bc200,1
294df18a,0
294fe2f7,1
2954bc55,1
29581e85,1
296b36d2,1
29870fef,0
29876069,1
2987eac4,1
299c6ec2,1
29a078d9,0
29ab5d92,1
29c2fd1f,1
29d2939c,1
29d5fe12,0
29d8b729,1
29e5cc71,1
29e6eb39,1
29fbfa95,1
2a0a0925,1
2a0b1bd3,1
2a16a485,0
2a1a46c3,1
2a248dc5,1
2a25b8a4,1
2a2a5eec,1
2a312cda,0
2a31b2cd,1
2a332a8f,1
2a344c02,1
2a35421d,1
2a359949,0
2a39c662,1
2a44060e,0
